"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_name","celltype"
5.47718545900051e-40,1.19874781946651,0.646,0.277,1.13810436652572e-35,3,"ENSMUSG00000037580","Gch1","TC II"
8.18265851763748e-78,1.20397068737753,0.443,0.032,1.70027461337989e-73,3,"ENSMUSG00000030310","Slc6a1","TC II"
2.65713132986634e-60,1.21715548752153,0.884,0.445,5.52125319032928e-56,3,"ENSMUSG00000063458","Lrmda","TC II"
5.43963593583188e-49,1.22824954535959,0.817,0.49,1.13030195110651e-44,3,"ENSMUSG00000026648","Dclre1c","TC II"
1.79370387769949e-61,1.22992942346866,0.867,0.477,3.72713728747177e-57,3,"ENSMUSG00000021196","Pfkp","TC II"
4.57778466397232e-55,1.23062947023311,0.858,0.535,9.51217875326808e-51,3,"ENSMUSG00000020024","Cep83","TC II"
6.43865950126515e-62,1.24568581417272,0.606,0.175,1.33788905776788e-57,3,"ENSMUSG00000000594","Gm2a","TC II"
3.9655836141839e-72,1.25558657750301,0.899,0.548,8.24008619191272e-68,3,"ENSMUSG00000032870","Smap2","TC II"
2.33001127915151e-71,1.28463368371987,0.325,0.004,4.84153043694891e-67,3,"ENSMUSG00000035459","Stab2","TC II"
4.16479513262711e-66,1.32190793891593,0.513,0.085,8.65402780608587e-62,3,"ENSMUSG00000014453","Blk","TC II"
8.95316536654798e-56,1.33059840179854,0.835,0.483,1.860378231515e-51,3,"ENSMUSG00000059456","Ptk2b","TC II"
5.28903439133856e-36,1.34225782195557,0.612,0.25,1.09900845617624e-31,3,"ENSMUSG00000023868","Pde10a","TC II"
5.2617746003261e-88,1.34817266880316,0.612,0.085,1.09334414420176e-83,3,"ENSMUSG00000001128","Cfp","TC II"
1.84341609183362e-69,1.34972249386228,0.333,0.008,3.83043429722108e-65,3,"ENSMUSG00000021553","Slc28a3","TC II"
1.68381409981094e-73,1.37152428824812,0.794,0.264,3.49879731799716e-69,3,"ENSMUSG00000061143","Maml3","TC II"
3.84858695887399e-75,1.38446921803454,0.829,0.435,7.99697884184426e-71,3,"ENSMUSG00000062866","Phactr2","TC II"
1.80865304710623e-60,1.38583971829535,0.696,0.25,3.75820016658204e-56,3,"ENSMUSG00000041920","Slc16a6","TC II"
2.15707635307859e-57,1.40606814411337,0.672,0.267,4.48218895406201e-53,3,"ENSMUSG00000021281","Tnfaip2","TC II"
3.78376396014101e-97,1.42456453617175,0.98,0.69,7.862283132777e-93,3,"ENSMUSG00000021699","Pde4d","TC II"
1.25415355091438e-44,1.43661724197885,0.606,0.212,2.60600566344499e-40,3,"ENSMUSG00000089809","Rasgef1b","TC II"
6.3239445452445e-74,1.45542799788976,0.638,0.155,1.31405243705635e-69,3,"ENSMUSG00000044456","Rin3","TC II"
5.46811680086732e-129,1.46292733677617,1,0.865,1.13621999005222e-124,3,"ENSMUSG00000041112","Elmo1","TC II"
2.40355529780159e-52,1.47683241267545,0.557,0.157,4.99434755330193e-48,3,"ENSMUSG00000019990","Pde7b","TC II"
3.91962516189853e-73,1.47741007732641,0.829,0.529,8.14458912390895e-69,3,"ENSMUSG00000018654","Ikzf1","TC II"
1.59514986841994e-117,1.58578223522118,1,0.685,3.31456191158979e-113,3,"ENSMUSG00000032220","Myo1e","TC II"
6.34441337900437e-104,1.58722770247845,0.951,0.658,1.31830565602332e-99,3,"ENSMUSG00000034724","Cnot6l","TC II"
3.03484844762283e-48,1.61620847279639,0.678,0.275,6.30611158931548e-44,3,"ENSMUSG00000030257","Srgap3","TC II"
4.78477204703546e-109,1.62109247718777,0.87,0.37,9.94227783653499e-105,3,"ENSMUSG00000024399","Ltb","TC II"
2.22874301411925e-74,1.64345157534814,0.554,0.088,4.63110510903838e-70,3,"ENSMUSG00000030064","Frmd4b","TC II"
2.11085543037846e-105,1.6437633900702,0.754,0.24,4.38614649878341e-101,3,"ENSMUSG00000030314","Atg7","TC II"
5.74951135154493e-107,1.69094071414246,0.8,0.247,1.19469096373752e-102,3,"ENSMUSG00000028150","Rorc","TC II"
4.44376094695277e-99,1.72635289465143,0.748,0.175,9.23369087167316e-95,3,"ENSMUSG00000028926","Cdk14","TC II"
4.29977788913051e-153,1.80198901702869,0.997,0.721,8.93450847582428e-149,3,"ENSMUSG00000039410","Prdm16","TC II"
2.47009316942023e-93,1.8862465362242,0.748,0.199,5.13260659673829e-89,3,"ENSMUSG00000025810","Nrp1","TC II"
9.22421262467771e-141,1.97841138725224,0.959,0.362,1.91669914128178e-136,3,"ENSMUSG00000051506","Wdfy4","TC II"
7.07201715761174e-126,2.00618105325754,0.884,0.242,1.46949444518014e-121,3,"ENSMUSG00000054555","Adam12","TC II"
9.40662303243358e-124,2.17192987238944,0.803,0.249,1.95460219990937e-119,3,"ENSMUSG00000079298","Klrb1b","TC II"
1.09772042680301e-92,2.2478488824407,0.794,0.324,2.28095327485397e-88,3,"ENSMUSG00000000628","Hk2","TC II"
2.91697539449938e-178,2.27040319118992,0.965,0.32,6.06118317223026e-174,3,"ENSMUSG00000025064","Col17a1","TC II"
4.20829412716961e-147,2.31263312110552,0.933,0.306,8.74441436684573e-143,3,"ENSMUSG00000031355","Arhgap6","TC II"
1.55377861807778e-157,2.65228994765435,0.69,0.031,3.22859659050382e-153,3,"ENSMUSG00000004110","Cacna1e","TC II"
1.01192231947591e-154,2.78096029827759,0.684,0.032,2.10267338763899e-150,3,"ENSMUSG00000026417","Pigr","TC II"
1.10725675738783e-13,0.674001224436013,0.713,0.515,2.30076881617616e-09,4,"ENSMUSG00000020097","Sgpl1","TC III"
8.30748124487189e-20,0.674237272443017,0.633,0.33,1.72621152787193e-15,4,"ENSMUSG00000042035","Igsf3","TC III"
1.20265535436403e-14,0.67929697236625,0.661,0.411,2.49899756083303e-10,4,"ENSMUSG00000047881","Rell1","TC III"
9.30325633449034e-21,0.682716952407669,0.849,0.636,1.93312363374375e-16,4,"ENSMUSG00000018920","Cxcl16","TC III"
4.84161197655158e-24,0.690357152868583,0.311,0.062,1.00603855260765e-19,4,"ENSMUSG00000096001","2610528A11Rik","TC III"
6.7407972673222e-10,0.691411122267423,0.112,0.02,1.40067026417688e-05,4,"ENSMUSG00000060843","Ctnna3","TC III"
3.41222441972756e-22,0.691514969072332,0.96,0.867,7.09026112175189e-18,4,"ENSMUSG00000024805","Pcgf5","TC III"
2.03946806428857e-19,0.691523141139972,0.769,0.577,4.23781069078523e-15,4,"ENSMUSG00000048865","Arhgap30","TC III"
1.38116503861666e-22,0.695496532177166,0.323,0.077,2.86992283374156e-18,4,"ENSMUSG00000026414","Tnnt2","TC III"
2.92968712148019e-13,0.699577612099055,0.386,0.185,6.0875968697237e-09,4,"ENSMUSG00000053600","Zfp472","TC III"
2.46384532370223e-25,0.699664970388386,0.976,0.858,5.11962419812086e-21,4,"ENSMUSG00000022876","Samsn1","TC III"
6.58857149988874e-14,0.706268794827458,0.737,0.526,1.36903927196188e-09,4,"ENSMUSG00000034612","Chst11","TC III"
1.55510978469599e-17,0.706421869933549,0.351,0.115,3.23136262161979e-13,4,"ENSMUSG00000038807","Rap1gap2","TC III"
1.45132085767521e-17,0.709009855646944,0.745,0.533,3.01569961016332e-13,4,"ENSMUSG00000032359","Ctsh","TC III"
1.4223574368418e-24,0.710599456218232,0.375,0.104,2.95551651801357e-20,4,"ENSMUSG00000070520","Nsmce3","TC III"
9.14921030095116e-18,0.711273808469931,0.542,0.264,1.90111440843464e-13,4,"ENSMUSG00000067341","H2-Eb2","TC III"
1.70233407341224e-23,0.719750474203643,0.869,0.564,3.53727997114329e-19,4,"ENSMUSG00000025938","Slco5a1","TC III"
5.70770678760571e-21,0.721023493911087,0.347,0.104,1.18600439339659e-16,4,"ENSMUSG00000027655","Dhx35","TC III"
1.63842485161525e-30,0.725348899409185,0.996,0.947,3.40448299917133e-26,4,"ENSMUSG00000032097","Ddx6","TC III"
1.07701103836924e-15,0.727957739832529,0.837,0.67,2.23792123662745e-11,4,"ENSMUSG00000019820","Utrn","TC III"
6.8455696699619e-17,0.729643598176871,0.554,0.308,1.42244092172138e-12,4,"ENSMUSG00000066894","Vsig10","TC III"
8.21771956105236e-17,0.730915965179483,0.378,0.138,1.70755994759107e-12,4,"ENSMUSG00000024049","Myom1","TC III"
5.22507779644605e-19,0.736111731910917,0.367,0.133,1.08571891532353e-14,4,"ENSMUSG00000010609","Psen2","TC III"
1.315882786814e-21,0.737975064062791,0.904,0.731,2.73427284272081e-17,4,"ENSMUSG00000037894","H2afz","TC III"
6.30740139869016e-29,0.743487079588786,0.944,0.662,1.31061493663383e-24,4,"ENSMUSG00000039395","Mreg","TC III"
1.58999430887843e-20,0.744693715894996,0.741,0.496,3.30384917441849e-16,4,"ENSMUSG00000075706","Gpx4","TC III"
2.06489166191863e-17,0.752052448083553,0.386,0.152,4.29063838430072e-13,4,"ENSMUSG00000025277","Abhd6","TC III"
6.54608026295939e-26,0.753535445588967,0.307,0.055,1.36021001784033e-21,4,"ENSMUSG00000046971","Pla2g4f","TC III"
8.91892441859191e-16,0.754110970530721,0.554,0.34,1.85326330493921e-11,4,"ENSMUSG00000037652","Phc3","TC III"
2.9061915326724e-20,0.75527704836072,0.43,0.17,6.03877538573997e-16,4,"ENSMUSG00000041782","Lad1","TC III"
5.26354003881947e-25,0.756201433101116,0.769,0.468,1.0937109846663e-20,4,"ENSMUSG00000074227","Spint2","TC III"
2.33954847344941e-20,0.758766283752057,0.402,0.138,4.86134777298053e-16,4,"ENSMUSG00000030605","Mfge8","TC III"
1.03899473399238e-21,0.759427073846068,0.861,0.629,2.15892715776277e-17,4,"ENSMUSG00000069114","Zbtb10","TC III"
1.70123961181165e-11,0.759603244126301,0.486,0.289,3.53500578938342e-07,4,"ENSMUSG00000030657","Xylt1","TC III"
7.5519366529537e-32,0.768284537639463,0.944,0.774,1.56921691711725e-27,4,"ENSMUSG00000031447","Lamp1","TC III"
3.81045883236205e-21,0.772284240562282,0.283,0.066,7.91775240776511e-17,4,"ENSMUSG00000052125","F730043M19Rik","TC III"
2.88241173921417e-30,0.775741460961221,0.422,0.1,5.98936335291313e-26,4,"ENSMUSG00000054871","Tmem158","TC III"
3.53778700115594e-21,0.776852771521655,0.606,0.304,7.35116760970192e-17,4,"ENSMUSG00000030753","Thap12","TC III"
1.42795497593955e-18,0.780791872224441,0.594,0.36,2.9671476445048e-14,4,"ENSMUSG00000052144","Ppp4r2","TC III"
2.53320807795155e-19,0.788193894177842,0.594,0.323,5.26375306517553e-15,4,"ENSMUSG00000031103","Elf4","TC III"
1.15283969963217e-16,0.788524021439497,0.502,0.27,2.39548561186568e-12,4,"ENSMUSG00000029173","Sepsecs","TC III"
7.8908308877527e-33,0.797314000556853,0.984,0.847,1.63963575016613e-28,4,"ENSMUSG00000092274","Neat1","TC III"
1.37855014470944e-25,0.797671042617927,0.853,0.544,2.86448934569174e-21,4,"ENSMUSG00000032324","Tspan3","TC III"
2.84051536695512e-19,0.805440357969082,0.43,0.168,5.90230688099605e-15,4,"ENSMUSG00000003810","Mast2","TC III"
8.69801659948005e-27,0.80605331948615,0.629,0.279,1.80736086920596e-22,4,"ENSMUSG00000040713","Creg1","TC III"
1.79972758177229e-20,0.810649271648876,0.645,0.326,3.73965394216465e-16,4,"ENSMUSG00000044337","Ackr3","TC III"
3.4126521838945e-18,0.823292688342324,0.594,0.381,7.09114997291439e-14,4,"ENSMUSG00000024985","Tcf7l2","TC III"
9.04327556283011e-38,0.824277239525747,0.976,0.861,1.87910222920047e-33,4,"ENSMUSG00000057367","Birc2","TC III"
3.7870698813031e-19,0.825803048772611,0.394,0.149,7.86915250635972e-15,4,"ENSMUSG00000040183","Ankrd6","TC III"
4.65137364181225e-29,0.831757240297551,0.422,0.124,9.66508929032167e-25,4,"ENSMUSG00000058672","Tubb2a","TC III"
8.84426255404068e-38,0.834613126912399,0.303,0.027,1.83774931610411e-33,4,"ENSMUSG00000021953","Tdh","TC III"
2.39069903847636e-35,0.840091489922416,0.291,0.027,4.96763353205003e-31,4,"ENSMUSG00000036062","Phf24","TC III"
